scenario,asset,feature_family,start_train_date,end_train_date,start_val_date,end_val_date,feature_path,feature_file,raw_path,raw_file,log_return_path,log_return_file
70,XRPUSDT,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
71,XRPUSDT,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
72,XRPUSDT,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
73,XRPUSDT,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
74,XRPUSDT,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
75,XRPUSDT,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
76,XRPUSDT,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
77,XRPUSDT,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-XRPUSDT_1d-log-return-lagged.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
78,XRPUSDT,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-XRPUSDT_1d-log-return-datetime.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
79,XRPUSDT,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-XRPUSDT_1d-log-return-difference-and-change.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
80,XRPUSDT,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-XRPUSDT_1d-log-return-temporal_decomposition.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
81,XRPUSDT,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-XRPUSDT_1d-log-return-time-delay-embedding.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
82,XRPUSDT,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_336/features,features_XRPUSDT_1h_time_delay_72_slice_size_336.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
83,XRPUSDT,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_504/features,features_XRPUSDT_1h_time_delay_72_slice_size_504.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
84,XRPUSDT,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_720/features,features_XRPUSDT_1h_time_delay_72_slice_size_720.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
85,XRPUSDT,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_72_slice_size_1080/features,features_XRPUSDT_1h_time_delay_72_slice_size_1080.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
86,XRPUSDT,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_168_slice_size_336/features,features_XRPUSDT_1h_time_delay_168_slice_size_336.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
87,XRPUSDT,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_168_slice_size_504/features,features_XRPUSDT_1h_time_delay_168_slice_size_504.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
88,XRPUSDT,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_168_slice_size_720/features,features_XRPUSDT_1h_time_delay_168_slice_size_720.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
89,XRPUSDT,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_XRPUSDT_1h_time_delay_168_slice_size_1080/features,features_XRPUSDT_1h_time_delay_168_slice_size_1080.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
90,XRPUSDT,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
91,XRPUSDT,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
92,XRPUSDT,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,XRPUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-XRPUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
93,ADAUSDT,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
94,ADAUSDT,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
95,ADAUSDT,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
96,ADAUSDT,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
97,ADAUSDT,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
98,ADAUSDT,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
99,ADAUSDT,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
100,ADAUSDT,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-ADAUSDT_1d-log-return-lagged.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
101,ADAUSDT,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-ADAUSDT_1d-log-return-datetime.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
102,ADAUSDT,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-ADAUSDT_1d-log-return-difference-and-change.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
103,ADAUSDT,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-ADAUSDT_1d-log-return-temporal_decomposition.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
104,ADAUSDT,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-ADAUSDT_1d-log-return-time-delay-embedding.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
105,ADAUSDT,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_72_slice_size_336/features,features_ADAUSDT_1h_time_delay_72_slice_size_336.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
106,ADAUSDT,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_72_slice_size_504/features,features_ADAUSDT_1h_time_delay_72_slice_size_504.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
107,ADAUSDT,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_72_slice_size_720/features,features_ADAUSDT_1h_time_delay_72_slice_size_720.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
108,ADAUSDT,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_72_slice_size_1080/features,features_ADAUSDT_1h_time_delay_72_slice_size_1080.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
109,ADAUSDT,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_168_slice_size_336/features,features_ADAUSDT_1h_time_delay_168_slice_size_336.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
110,ADAUSDT,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_168_slice_size_504/features,features_ADAUSDT_1h_time_delay_168_slice_size_504.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
111,ADAUSDT,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_168_slice_size_720/features,features_ADAUSDT_1h_time_delay_168_slice_size_720.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
112,ADAUSDT,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_ADAUSDT_1h_time_delay_168_slice_size_1080/features,features_ADAUSDT_1h_time_delay_168_slice_size_1080.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
113,ADAUSDT,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
114,ADAUSDT,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
115,ADAUSDT,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,ADAUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-ADAUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
116,LTCUSDT,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
117,LTCUSDT,EMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
118,LTCUSDT,RSI,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
119,LTCUSDT,MACD,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
120,LTCUSDT,BB,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
121,LTCUSDT,SO,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
122,LTCUSDT,ATR,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
123,LTCUSDT,lagged,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02a-output-LTCUSDT_1d-log-return-lagged.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
124,LTCUSDT,datetime,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02b-output-LTCUSDT_1d-log-return-datetime.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
125,LTCUSDT,difference_and_change,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02c-output-LTCUSDT_1d-log-return-difference-and-change.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
126,LTCUSDT,temporal_decomposition,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02d-output-LTCUSDT_1d-log-return-temporal_decomposition.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
127,LTCUSDT,time_delay_embedding,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/data,02e-output-LTCUSDT_1d-log-return-time-delay-embedding.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
128,LTCUSDT,TDA_TD_72_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_72_slice_size_336/features,features_LTCUSDT_1h_time_delay_72_slice_size_336.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
129,LTCUSDT,TDA_TD_72_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_72_slice_size_504/features,features_LTCUSDT_1h_time_delay_72_slice_size_504.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
130,LTCUSDT,TDA_TD_72_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_72_slice_size_720/features,features_LTCUSDT_1h_time_delay_72_slice_size_720.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
131,LTCUSDT,TDA_TD_72_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_72_slice_size_1080/features,features_LTCUSDT_1h_time_delay_72_slice_size_1080.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
132,LTCUSDT,TDA_TD_168_SS_336,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_168_slice_size_336/features,features_LTCUSDT_1h_time_delay_168_slice_size_336.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
133,LTCUSDT,TDA_TD_168_SS_504,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_168_slice_size_504/features,features_LTCUSDT_1h_time_delay_168_slice_size_504.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
134,LTCUSDT,TDA_TD_168_SS_720,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_168_slice_size_720/features,features_LTCUSDT_1h_time_delay_168_slice_size_720.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
135,LTCUSDT,TDA_TD_168_SS_1080,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-1/results/processed_log_return_wtmra_0_LTCUSDT_1h_time_delay_168_slice_size_1080/features,features_LTCUSDT_1h_time_delay_168_slice_size_1080.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
136,LTCUSDT,FRUITS,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-fruits.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
137,LTCUSDT,NetF,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-netf.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
138,LTCUSDT,baseline,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-OLHC_features.csv,article-1/data,LTCUSDT_1d_data_from_20210101_to_20251031.csv,article-1/data,01-output-LTCUSDT_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
139,^FCHI,SMA,01/03/2022,30/06/2024,01/07/2024,30/07/2025,article-2/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-technical_indicators.csv,article-1/data,^FCHI_1d_ib.csv,article-1/data,01-output-^FCHI_1d-from-2021-12-31 00:00:00-until-2025-07-31 00:00:00-log-return.csv
